torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2021 Nebraska Omaha,2021,216,Nebraska Omaha,Sum,20,7–13,90.8,96.6,0.3289,46.3,49.4,22,20.4,24,29.9,31.1,29,45.8,46.2,31.5,35.8,34.8,43.5,67.1,-8.8
2021 Stetson,2021,263,Stetson,ASun,20,7–13,85.3,97.7,0.174,44.9,47.4,21.7,24.2,23.4,34.3,30.1,27.8,43.1,44.3,31.6,34.4,41.1,41.5,67,-11
2021 Alcorn St.,2021,298,Alcorn St.,SWAC,20,7–13,80.3,99.5,0.0786,41.2,51,23.4,28.9,28.9,39.1,25.4,39.4,42.6,49.4,25.2,37,28.9,26.4,70.8,-11.4
2021 New Mexico St.,2021,201,New Mexico St.,WAC,20,8–12,83.7,87.8,0.3667,42.7,44.3,24.3,25.4,30.9,29,28.2,39.7,41.5,44.2,31.3,29.6,21,33.7,71.5,-9.7
2021 UMKC,2021,215,UMKC,Sum,20,8–12,95.6,101.7,0.3302,49.7,48.6,22.3,19.9,26.9,33.1,25.5,41.5,47.4,48.1,35.1,32.9,43.8,36.4,67.5,-8.7
2021 Hofstra,2021,260,Hofstra,CAA,20,8–12,81.9,93.3,0.181,40.9,45.5,25.6,26.7,35.8,37,35.5,30.6,41,40.8,27.1,35.3,19,38.7,71.2,-10
2021 Missouri,2021,41,Missouri,SEC,20,9–11,112.2,90.5,0.9218,54.9,45.5,20.8,17.7,30.2,29.6,26.5,32.9,52.9,45.7,39,30.2,34.7,36.1,69.5,-2
2021 Creighton,2021,91,Creighton,BE,20,9–11,97.3,87.8,0.7635,45.3,47.1,21.3,19.1,26.7,26.4,19.1,24.6,41.7,47.2,33.4,31.2,43.2,27.6,66.2,-3.1
2021 Army,2021,294,Army,Pat,20,9–11,84.5,103.5,0.0877,45,45.1,24.1,20,29,33.4,31.8,16.4,43,46.1,32,28.7,40.2,33.5,67.9,-10.2
2021 Radford,2021,320,Radford,BSth,20,9–11,80.1,103.5,0.0502,44.4,42.5,23.9,17.2,26.4,30.5,29.4,24.8,43.9,42.3,30.1,28.5,36,31.6,71,-9.9
2021 Florida Atlantic,2021,137,Florida Atlantic,CUSA,21,10–11,93.6,90.9,0.5833,47.3,43.9,24.2,21.5,35.3,34.1,27.8,36.4,47.7,43,31.1,30.5,40.6,33.1,75.1,-7.9
2021 Presbyterian,2021,259,Presbyterian,BSth,21,11–10,84.9,96.5,0.1856,43.6,42.9,25.2,24.9,36.4,30.7,37.3,22.8,45.7,41.3,26.2,30.4,32.3,37.2,68.1,-9.3
2021 Towson,2021,157,Towson,CAA,21,12–9,98.3,97.8,0.5148,47.4,45.5,22,20.6,38.1,34.1,30.4,31.2,45.8,43.3,34.2,33.5,28.5,30.8,77.5,-6.4
2021 Samford,2021,182,Samford,SC,21,12–9,94.5,96.9,0.426,48.5,44.8,24.2,21.5,34.5,34.1,25.5,23.3,46.9,46.6,34.4,28,33.4,39,69.4,-5.8
2021 UMass Lowell,2021,229,UMass Lowell,AE,21,12–9,83.3,90.3,0.2829,41.6,42.3,26.2,27,33.5,34.2,30.9,22.3,42.3,45.6,26.4,23.5,28.7,32.7,69.7,-6.7
2021 Oregon,2021,9,Oregon,P12,21,13–8,115.5,80.3,0.985,50.6,43.1,17.3,21.5,35.2,29,19.8,25.2,49.3,41.1,35.5,31.4,33.1,32.6,69,3.6
2021 Syracuse,2021,43,Syracuse,ACC,21,13–8,105.8,85.8,0.918,47.3,44.5,22.6,20.7,35.2,33.9,31.5,28,48.9,42.5,29.7,32.3,37.4,33.1,72.4,1.9
2021 Quinnipiac,2021,203,Quinnipiac,MAAC,21,13–8,90.1,94.8,0.357,41.7,42.1,21.2,25.1,39.1,33.5,27.8,22.1,41.5,39.6,28.1,31.8,29.1,31.4,68.6,-7
2021 Seton Hall,2021,54,Seton Hall,BE,21,14–7,107.1,89.2,0.8915,49.4,47,17.9,25.4,29.2,30,26.8,20.6,48.1,49.9,34.4,27.3,36.3,32.6,74.3,-2
2021 Massachusetts,2021,104,Massachusetts,A10,21,14–7,100.1,92.3,0.7182,48.5,44.9,19.6,23.8,30.8,31.9,29.5,26.2,49.6,43.5,30.8,31.7,32.3,36,72.5,-4
2021 Villanova,2021,68,Villanova,BE,21,15–6,104.8,90.5,0.8447,48.8,44.8,20.4,19.4,31.2,29.2,20.9,28.7,51.1,45.1,30.4,29.4,41.5,27.1,69.1,0.13
2021 UCLA,2021,6,UCLA,P12,21,16–5,115.2,75.8,0.9919,45.8,44,17.6,25.8,38.3,28.3,30,28.9,42.4,43.5,35.6,30,31.2,33.8,70,6.2
2021 Arizona,2021,8,Arizona,P12,21,16–5,105.7,72.4,0.9873,45.6,41.6,18.5,26,29.3,28.6,26.5,27.2,44.6,38.8,31.8,32,29.9,30.2,70.1,5.5
2021 South Florida,2021,36,South Florida,Amer,21,18–3,103.6,82.4,0.9323,43.3,38,20.7,22,40.5,28.8,32.7,31,41.8,38.6,30.3,24,41.9,24.4,66,2.8
2021 Marist,2021,118,Marist,MAAC,21,18–3,91.5,86.7,0.6504,46.6,38.4,20.9,25,34.4,29,24.8,22.6,45.1,38.4,33.4,25.6,29.9,34.5,65.4,-2.5
2021 North Dakota,2021,237,North Dakota,Sum,21,2–19,91.1,100.1,0.2526,41.1,47.6,21.2,17.3,35.5,29.1,31.2,37.5,40.1,44.2,28.8,34.9,31.4,41,70.8,-15.3
2021 Weber St.,2021,302,Weber St.,BSky,21,2–19,82.5,102.8,0.0745,41,48.5,25.7,18.5,30.1,32.3,34.6,27.9,40,45.8,29.3,35.4,25.4,36.8,73.1,-16.7
2021 Cal St. Fullerton,2021,273,Cal St. Fullerton,BW,21,3–18,81,95.7,0.1283,44.1,47.3,28.2,20.7,29.5,28.7,26.2,30.9,43.2,44.4,30.7,35.2,33.6,34.5,69.5,-15.4
2021 Arkansas Pine Bluff,2021,324,Arkansas Pine Bluff,SWAC,21,3–18,82,106.7,0.0458,41.8,48.2,26.2,19.3,29.5,36,35.7,33.2,42.2,47.2,27.2,33.6,31.5,30.1,75.6,-15.6
2021 Utah,2021,87,Utah,P12,21,5–16,100.1,89.8,0.7756,43.4,48.5,25.9,20.5,32.9,35.3,32.3,28,41.9,45.2,30.3,36.8,40.4,33.2,70.4,-3.3
2021 Tarleton St.,2021,283,Tarleton St.,WAC,21,5–16,82.2,98.8,0.1084,38.6,47.2,21.1,22.3,23.8,31.6,42.8,26.3,38.7,46.8,25.5,32.1,36.4,31.8,69.1,-14.1
2021 Western Michigan,2021,196,Western Michigan,MAC,21,6–15,89.1,93.1,0.3761,47.3,48.1,24,21.1,24.7,29.4,31.9,27.6,46.5,47.4,32.3,32.8,39.8,36.8,71.7,-12.1
2021 St. Bonaventure,2021,243,St. Bonaventure,A10,21,6–15,88.3,97.4,0.2447,44.6,46.1,21.9,20.1,27.2,33.9,21.9,24.4,44.4,44.6,30,32.3,31.9,38,67.8,-12.6
2021 New Orleans,2021,315,New Orleans,Slnd,21,6–15,78.7,100.4,0.0572,40.4,49.8,28.2,27,26.6,36.7,31.9,39.3,39,48.3,28.7,35.5,33.7,31,71.1,-12.4
2021 USC Upstate,2021,326,USC Upstate,BSth,21,6–15,76.3,99.9,0.0429,41.3,46,25.4,19.8,28.3,29,27.4,22.9,40.9,45.3,28.4,31.6,27,36.9,69.4,-13.6
2021 McNeese St.,2021,327,McNeese St.,Slnd,21,6–15,75.9,100,0.04,36.9,43.8,25.8,23,26.3,35.1,36.6,40.8,34.2,43.8,29.2,29.1,28.2,24.5,74.1,-12.7
2021 Washington,2021,71,Washington,P12,21,7–14,98.4,85.6,0.8326,44.9,49.5,25.4,25.7,33.5,36.1,22.8,26.4,44,49.7,30.9,32.7,36.7,39.2,68,-2.1
2021 Providence,2021,153,Providence,BE,21,7–14,88.3,87.4,0.5293,45.2,45.6,23.2,20.6,20.8,30.6,20.7,22.6,45.1,43.4,30.3,33.2,27.9,34.6,67.4,-7.6
2021 UC Santa Barbara,2021,189,UC Santa Barbara,BW,21,7–14,97.7,101.3,0.3979,48.1,47.3,22.3,17.5,25.7,33.5,27.8,24,43.3,46.7,36.4,32.5,42.1,28.7,70.5,-11.2
2021 UNC Wilmington,2021,271,UNC Wilmington,CAA,21,7–14,85.1,99.5,0.1417,40.6,44.9,26,20.8,34.6,34.1,36.8,22.7,40.7,45.5,26.8,29.3,30.2,35.9,70.1,-12.2
2021 UNC Greensboro,2021,284,UNC Greensboro,SC,21,7–14,78.6,94.7,0.1044,38.1,42.8,25.7,22.8,33.8,38.6,26.8,24.7,37.7,44.6,25.9,25.9,34,32.3,63.7,-11.8
2021 Bryant,2021,330,Bryant,NEC,21,7–14,75.7,102.1,0.0311,42.5,46.9,29,22.5,32.4,29.8,23.9,22.6,41.2,44.4,30.9,34.3,25.6,35.7,71.6,-13.4
2021 Minnesota,2021,101,Minnesota,B10,21,8–13,103.8,95.3,0.7275,46.1,52.4,21.4,18.1,32.3,32.5,28.3,25.3,44.4,50.1,32.7,38.2,36.5,31.7,69.8,-2.7
2021 UAB,2021,187,UAB,CUSA,21,8–13,96.5,99.7,0.4052,45.1,42.6,19.7,13.1,31.7,32.8,28.7,27.8,43,41.7,32.2,30,39.2,27,68.7,-10.7
2021 Georgia Southern,2021,240,Georgia Southern,SB,21,8–13,89.9,98.9,0.2495,45,46.6,26.5,23.8,36.6,30.7,30.9,33.3,45.2,44.6,29.8,33.3,31.5,37.7,77.2,-11.7
2021 Tennessee St.,2021,335,Tennessee St.,OVC,22,0–22,74.1,103.8,0.0201,38.3,51.2,26.7,24.9,24.8,40.7,20.6,28.1,40.2,49.9,22.9,35.2,32.6,42.6,69.4,-20.2
2021 FIU,2021,186,FIU,CUSA,22,10–12,95.6,98.7,0.4104,48.1,50.5,24,21.5,32.3,32.3,30.7,29,46.5,49.2,33.7,35.6,39.2,31.6,72.6,-8.9
2021 Mississippi,2021,44,Mississippi,SEC,22,11–11,100.9,81.9,0.9162,46.6,42.6,21.7,23.2,31.8,27.9,33.1,37.6,46,41.5,32.6,30.4,22.3,27,72,-1.3
2021 Miami FL,2021,74,Miami FL,ACC,22,11–11,100.7,88.1,0.8236,45.2,47.1,19.7,22,31.4,33.8,27.6,22.1,45.8,49,29.5,29.4,37.3,39.2,69,-1
2021 Arizona St.,2021,79,Arizona St.,P12,22,11–11,93.5,82.7,0.8049,37.8,46.4,24.8,27,38.3,33.1,29,32.6,36.5,46.1,26.8,31.4,35.7,32.5,64.2,-1
2021 Pacific,2021,110,Pacific,WCC,22,11–11,94.4,88.3,0.6828,45,46.4,23,23.2,29.9,31.2,29.8,28.4,43.8,45.9,32,31.6,29.4,34.2,74.6,-5
2021 Temple,2021,113,Temple,Amer,22,11–11,93.5,88.2,0.6606,42.3,44.4,24,22.5,31.2,35.9,32.8,28.3,43.6,44.1,25.9,30.2,27.3,29.3,72.1,-4.6
2021 Austin Peay,2021,183,Austin Peay,OVC,22,11–11,87.9,90.3,0.4244,45.6,44.8,24,25.6,33.4,27.9,28.8,39.4,46.5,44.8,29.7,29.7,48,27.6,68.4,-9.3
2021 Texas St.,2021,202,Texas St.,SB,22,11–11,88.3,92.7,0.3625,44,45.9,23.4,27.7,30.2,30.6,35.3,30.6,44.3,46.6,28.8,29.6,30.6,30.1,68.9,-9.1
2021 Montana,2021,220,Montana,BSky,22,11–11,89.6,95.8,0.3161,43.7,44.5,22.3,17.7,30.1,28.8,30.9,26.8,44.4,41.9,28.2,32.7,31.7,37.1,70.3,-8.6
2021 Boise St.,2021,132,Boise St.,MWC,22,13–9,92.2,89.3,0.5918,44.7,42.8,20.3,20.6,33.7,29.4,20.7,24.3,45.8,40.1,27.5,32.9,24,29.4,73.8,-6.7
2021 Richmond,2021,145,Richmond,A10,22,13–9,91.9,89.6,0.5736,46.4,40.9,25.1,21.4,31.6,34.3,26.2,23.2,45.9,39.4,31.4,29.5,41.7,31.7,70.6,-5.9
2021 DePaul,2021,55,DePaul,BE,22,14–8,108,90,0.8909,47.7,52.4,18,27,31.6,34.3,22.3,25.9,47.5,53.5,32,33.1,37.3,28,81.4,-0.5
2021 Ohio,2021,92,Ohio,MAC,22,14–8,101,91.2,0.7634,48.8,51,18.7,26.5,29.5,30,29,27.1,50.9,51.6,30.7,33.5,43.4,41.6,75.2,-4.4
2021 Drexel,2021,136,Drexel,CAA,22,14–8,93.8,91.1,0.5851,45.4,43.3,17.6,28.3,31.3,40.8,19.5,26.8,44.6,43.5,31.3,28.7,33.3,35.4,63.5,-5.5
2021 Green Bay,2021,116,Green Bay,Horz,22,15–7,98.2,92.9,0.6562,48.8,44.5,21.5,24,31.2,32.5,27.2,23.9,47.4,40.5,34.3,32.5,33.2,49.7,65.1,-4
2021 Grand Canyon,2021,151,Grand Canyon,WAC,22,15–7,94,92.8,0.5355,46.9,47.3,20.3,30.3,31.2,33.6,27.1,42.8,46.8,46.9,31.5,31.9,31.2,37.7,71.5,-5.1
2022 Louisiana,2022,147,Louisiana,SB,22,15–7,90,88.4,0.5533,47.7,41.5,21.3,22.8,24.2,30.2,33.2,29.4,49.8,40.1,26.6,29.5,21.2,34.4,67.6,-4.5
2021 Louisiana,2021,131,Louisiana,SB,22,16–6,93.3,90.1,0.5971,44.2,43.3,20.2,24.2,29.7,30.3,32.3,23.7,41.5,41.5,34.8,31.9,26,28.6,67.5,-3.8
2021 N.C. State,2021,7,N.C. State,ACC,22,20–2,114.6,78,0.9882,52.3,42,17.9,18.1,31.2,25,26.2,18.7,51.7,40,35.8,30.3,31.6,36.6,70,8.1
2021 Missouri St.,2021,30,Missouri St.,MVC,22,20–2,103,79.4,0.9522,46.1,44.4,19,23.8,36.2,19.5,27.4,27.8,46.5,44.3,30,29.6,27.9,35.7,70,4
2021 Cal Baptist,2021,70,Cal Baptist,WAC,22,22–0,98.1,85.3,0.8331,51.4,36.2,20.3,20.9,25,29,26,32.8,51.9,35.8,33.9,24.6,44.3,32,75.8,1
2021 Louisiana Monroe,2021,331,Louisiana Monroe,SB,22,2–20,77.3,105.4,0.0272,41.2,47,29.3,18.3,28.6,30.9,27.2,36.5,41.3,46,27.3,32.7,28.7,33.2,67.8,-17.9
2021 George Mason,2021,308,George Mason,A10,22,3–19,78.4,98.3,0.0684,36,45.2,25.6,18.5,33.1,32.6,25.4,19.1,32.9,43.1,27.3,32.6,38.1,37.6,67.2,-16.3
2022 Wright St.,2022,314,Wright St.,Horz,22,3–19,80.5,98.4,0.0906,40.3,46.3,19.8,21.5,24,35.3,20.2,24.8,40.2,46,27,31.2,31.4,32.5,73.7,-15.5
2021 Pepperdine,2021,223,Pepperdine,WCC,22,4–18,89.4,95.9,0.307,42.3,47.5,25.4,18.9,32.8,34.1,32.4,23.1,40.8,45.2,31.4,34.9,23.4,32.7,67,-13.2
2021 Western Carolina,2021,323,Western Carolina,SC,22,4–18,77.9,101.2,0.047,41.1,48.3,25.8,21.7,29.2,30.5,23.2,36.6,43.1,47.1,24.1,33.7,28,34.4,67.8,-16.4
2022 New Orleans,2022,342,New Orleans,Slnd,22,4–18,75.9,100.3,0.039,38.7,48.4,26.9,25,27.2,35.8,28.7,39.7,37.9,48.4,26.9,32.2,33,28.4,71.3,-14.8
2021 Eastern Washington,2021,285,Eastern Washington,BSky,22,5–17,85.8,103.6,0.1028,45.9,48.5,25.7,21.8,28.1,36.2,27.9,26.5,43.9,47.6,32.8,33.3,39,37.5,70.4,-14.7
2021 Evansville,2021,288,Evansville,MVC,22,5–17,78.1,94.8,0.0969,40.3,47.1,27.5,18.7,21.7,34.1,35.9,23,40,48.3,27.2,30.5,30.6,49.3,71.2,-12.9
2021 Bellarmine,2021,309,Bellarmine,ASun,22,5–17,85.4,107.2,0.0682,40.7,54.2,22.3,22.3,29.3,32.8,30.5,28.7,39.2,55.4,29.5,34.8,30.4,36.7,71.8,-14.6
2021 Charleston Southern,2021,332,Charleston Southern,BSth,22,5–17,79.5,110.3,0.0229,44.5,46.3,24.7,18.8,22.6,33.7,28.8,23.6,41.7,44.8,33.9,32.3,30.2,39.3,67.7,-16.2
2021 Morehead St.,2021,268,Morehead St.,OVC,22,6–16,82.5,95.5,0.1558,39.2,47.1,25.2,22.4,32.4,31.7,33,30.8,38.4,49.4,27.4,28.8,26.9,37,70,-13.8
2021 East Carolina,2021,152,East Carolina,Amer,22,8–14,89.7,88.8,0.5297,39.5,47,22.2,30.9,34,40.2,26.6,39.9,39.6,47.5,26.2,30.5,29.5,29.3,70.8,-8.1
2021 George Washington,2021,164,George Washington,A10,22,8–14,86.7,87.3,0.4793,41.3,44.4,21.8,26,32.1,32.5,23.4,23.2,42.3,43.2,25.6,31,24.4,39,65.9,-11.2
2021 Furman,2021,254,Furman,SC,22,8–14,88.4,99.2,0.2105,45.7,46.2,27.7,21.6,34.8,34.9,25.8,26.3,45.4,46,30.8,31.1,37.3,30.6,66,-11
2021 Seattle,2021,267,Seattle,WAC,22,8–14,83.3,96.3,0.1581,41.4,46.5,21.1,23.7,28.2,30.6,29.5,33.3,41.8,45.2,27,32.5,33.7,37.5,74.7,-11.6
2022 Northwestern St.,2022,317,Northwestern St.,Slnd,22,8–14,81.2,100,0.0831,41.5,43,25.5,23.8,30.3,38.1,33.2,25.2,41.5,43.1,27.7,28.5,31.4,34.7,70.6,-12.6
2021 LSU,2021,64,LSU,SEC,22,9–13,94.5,80.7,0.8602,41.3,47.6,23.3,28,31.7,33,31.1,38.7,41.1,46.9,27.9,33.2,18.7,25.6,68.6,-1.4
2021 Portland St.,2021,251,Portland St.,BSky,22,9–13,89,99.6,0.214,43.5,48.6,20.5,23,27.2,33.6,28.9,25.2,41.3,45.3,31.5,37.6,37.3,29.9,68.7,-10.8
2021 Loyola Chicago,2021,135,Loyola Chicago,MVC,23,10–13,90.2,87.6,0.5859,44.4,46.4,23.4,21.8,28.8,27,24.9,26.9,43.6,47.9,30.8,29.2,31.5,37,64.5,-7.6
2022 California,2022,85,California,P12,23,10–13,97.7,87.2,0.7854,44.2,45.1,21.9,23,34,34.8,31.2,29.9,42.3,41.9,32.5,34.9,29,30.7,70.2,-3.8
2021 USC,2021,59,USC,P12,23,11–12,105.3,88.6,0.8793,47.7,47.7,19.1,20.3,19,33.5,24.8,26.9,45.3,44,35,35.7,32.6,38.9,70.4,0.34
2021 Portland,2021,162,Portland,WCC,23,11–12,96.9,97.5,0.4827,47.9,52.1,24.3,24.5,32.6,35.7,28.8,27.8,47.2,51.7,33,35.6,32.5,24,70.7,-6.6
2021 Washington St.,2021,32,Washington St.,P12,23,12–11,105.5,82.2,0.946,44.7,45.1,21.6,21.8,33.3,32.3,22.7,28.4,43,43,31.7,33.3,37.4,31,66.9,2.5
2021 Southern,2021,214,Southern,SWAC,23,12–11,84.8,90,0.3335,41.1,47.5,21.5,29.9,32.1,33.9,36.4,35.6,40.1,50.2,29.3,26,25.5,24.1,69,-7.1
2021 Georgia St.,2021,231,Georgia St.,SB,23,12–11,86.1,93.5,0.278,44.6,42.2,22.4,23.8,25.9,36.4,31.3,33.3,43.4,41,31.4,29.9,32.8,29.8,72.4,-8.4
2021 Wofford,2021,250,Wofford,SC,23,12–11,87.9,98.1,0.2203,41.7,43.7,22.7,21.2,36.4,32.5,29.2,24.7,41.1,44.5,28.7,28,31.1,32.1,67.6,-9.4
2022 UC Riverside,2022,187,UC Riverside,BW,23,12–11,85.4,87.4,0.4331,40.6,43.5,20,22.7,25.1,27.7,27.7,29.2,38.4,43.9,30.2,28.5,31.3,32.2,68.9,-8.1
2022 Coastal Carolina,2022,234,Coastal Carolina,SB,23,12–11,88,94.8,0.2989,44,42.7,26.8,22.2,42.1,30.8,35.4,32.7,44.9,43,27.8,28.2,28.3,36.3,71,-9.6
2021 North Carolina,2021,45,North Carolina,ACC,23,13–10,104.7,85.1,0.9155,46.4,44.4,17.8,19.7,34.8,26.1,28.8,25.6,46.2,41.2,31.1,32.8,32.2,39.4,73.3,0.03
2022 Houston Christian,2022,284,Houston Christian,Slnd,23,13–10,78.8,91.2,0.1582,40.1,41.3,23.3,25,27,34.2,29.5,27.3,36.3,42.9,32,24.2,32,24.2,66.8,-8.8
2021 Virginia Tech,2021,26,Virginia Tech,ACC,23,14–9,111.3,84.2,0.961,51,44,20,19.1,28.4,27.4,24.7,27.2,48.3,42.4,36.3,31.5,44.4,32.9,70.8,0.6
2021 Wyoming,2021,111,Wyoming,MWC,23,14–9,93.8,88,0.6758,47.5,43.2,17.9,20.7,25.2,26.5,20,23.1,45.9,40.8,33.3,33.1,39.3,27.9,62.9,-5.7
2021 UC Irvine,2021,166,UC Irvine,BW,23,14–9,91.5,92.2,0.4769,44.5,47.3,22.4,26.6,30.2,31.4,36,28.9,43.1,46.6,31.6,32.3,32.7,38.8,71.7,-7
2021 Saint Francis,2021,258,Saint Francis,NEC,23,14–9,89.7,101.6,0.1924,46,45.8,23.9,20.3,32.6,31.4,28.8,20.6,45.1,43.7,32,33.2,31,33.6,66.9,-7.3
2021 Northwestern,2021,19,Northwestern,B10,23,15–8,103,76.4,0.9687,43.4,46.9,16,29.6,32.4,32.6,32.7,31.2,44.8,46.7,26.2,31.5,25.6,32.7,69.5,3.2
2021 Georgia Tech,2021,29,Georgia Tech,ACC,23,15–8,107.3,82.4,0.9539,47,44.8,18.7,19.6,31.7,28.1,24.3,23.3,46.8,43,31.8,33.3,30.8,25.7,66.1,2.8
2021 Michigan St.,2021,33,Michigan St.,B10,23,15–8,107.2,83.7,0.9447,50,47.6,19.8,23.7,33.5,27.6,29.9,32.4,50.2,47.4,33.1,32,31.5,33.4,72.1,1.9
2021 Tennessee,2021,16,Tennessee,SEC,23,16–7,109.6,80.5,0.9722,47.8,41.7,22.9,19.3,40.9,26.4,25.7,25.4,47.8,38.9,31.8,31.4,23.3,34.2,71,4.8
2021 Houston,2021,58,Houston,Amer,23,16–7,94.3,78.8,0.8876,44.1,41.6,24.2,27.7,33.3,31.7,28.7,33.9,44.1,44,29.4,23.4,36.2,27.3,76.2,-0.5
2021 Campbell,2021,200,Campbell,BSth,23,16–7,83.1,87.1,0.369,44.4,38.9,22.1,24.3,33.4,27.4,21.6,28,42.5,38.4,31.9,26.8,35.2,29.2,64.9,-6.4
2021 Mount St. Mary's,2021,174,Mount St. Mary's,NEC,23,17–6,94.9,96.6,0.448,49.5,42.4,21.1,24.1,33.1,28,24.3,28.3,47.6,41,34.9,30.5,38.6,28.3,70.2,-5.5
2021 Indiana,2021,11,Indiana,B10,23,18–5,108.7,76.3,0.9833,49.2,42,15.9,21.6,29.2,24.7,31.2,24.3,50.9,40.5,29.5,30.7,24.4,26.7,71.1,5.5
2021 South Dakota,2021,34,South Dakota,Sum,23,18–5,107.3,84.3,0.9415,50.3,44.4,16.2,23.8,31.1,25.6,31.2,30.9,50.1,38.7,33.8,35.8,33,37.7,68.3,-0.34
2021 BYU,2021,40,BYU,WCC,23,18–5,103.3,83.2,0.9235,50.7,40.9,21.1,21.8,32.2,28.8,20.3,28.6,50.9,38.4,33.5,30.3,34.4,36.1,68.6,0.31
2021 Jackson St.,2021,112,Jackson St.,SWAC,23,18–5,92.6,87.3,0.6628,46.5,39.6,25.6,22.2,41.2,30,39.8,30.6,44.3,35.4,36.2,34.3,22,26.5,70.8,-2.5
2021 Rice,2021,60,Rice,CUSA,23,19–4,102,86,0.8764,53.6,38.7,24.6,17.4,31.9,31.6,26.2,20.3,52.5,37.3,37.2,27.8,31.8,32.5,67.9,-0.31
2021 Purdue Fort Wayne,2021,307,Purdue Fort Wayne,Horz,23,1–22,83.5,104.6,0.0698,39.8,52,24.5,23.2,27.2,40.2,23.1,32.5,41.6,52.1,25,34.4,44.8,28.1,69,-18.9
2022 North Carolina Central,2022,348,North Carolina Central,MEAC,23,3–20,72.9,100.2,0.0252,35.4,47.3,27.4,29.4,32.3,38.8,36.3,41.3,34.7,48.2,24.7,30.3,26.8,33.3,77.1,-18
2021 Illinois,2021,128,Illinois,B10,23,5–18,87.4,84,0.6093,40.9,45.7,24.5,20.5,29,31.5,26.7,29,40.2,44.7,28.3,31.9,29.9,33.3,72.9,-6.8
2022 South Alabama,2022,318,South Alabama,SB,23,5–18,79.9,98.5,0.0829,40.7,46.1,22.4,24.3,25.1,39.8,26.8,29.4,41,45.8,26.9,31.4,39.6,26.9,70.8,-15.2
2021 Purdue,2021,78,Purdue,B10,23,7–16,100.3,88.6,0.8063,46.6,49.2,24.2,18.9,33.3,33,27.7,27.8,46,49.7,31.8,32.1,32.8,27.9,69.8,-4.6
2021 Western Kentucky,2021,178,Western Kentucky,CUSA,23,7–16,89.2,91,0.443,43.1,46,25.7,23.5,36.4,37.9,30.6,25.1,43.3,47.9,28.5,28.5,30.9,38,70.7,-11.6
2021 Denver,2021,233,Denver,Sum,23,7–16,96.6,105.3,0.2716,47.9,49.7,20.5,16.7,24.7,31.9,35.4,24.9,46.7,49.3,32.8,33.6,46.8,37.7,73.9,-12.5
2022 Washington,2022,82,Washington,P12,23,7–16,94.7,83.7,0.8045,45.7,43.1,27.4,17.6,31.1,31.9,24.2,21.1,43,43.1,35,28.8,29,30.9,65.8,-5.4
2021 St. John's,2021,129,St. John's,BE,23,8–15,95,91.5,0.6075,47.1,47,24.7,21.6,30.8,37.1,21.5,21.2,47.7,47.7,30.5,30.1,29.7,29.6,68.1,-7.3
2021 Davidson,2021,209,Davidson,A10,23,9–14,91,96.1,0.3459,44.4,47.2,19.9,20.3,26.4,30.1,24.1,29.9,44.9,47.7,29.1,30.8,40.5,31.9,70.9,-9.9
2022 Delaware St.,2022,356,Delaware St.,MEAC,24,0–24,70,117.9,0.0025,37.1,47.6,31.5,15.6,27.2,42.6,30.8,19.5,37.6,48,23.7,31.3,25.8,34.1,66.7,-22.3
2021 Lamar,2021,247,Lamar,Slnd,24,10–14,86.7,96.2,0.2338,41.2,48.4,21.5,27,28.5,33.1,29.3,38.9,40.6,48.9,28.7,31.4,27.2,31.2,69.9,-9.5
2021 Nicholls St.,2021,300,Nicholls St.,Slnd,24,10–14,81.9,101.7,0.0768,43.3,45.8,27.5,26.6,30.7,36.7,37.3,32.8,43.3,48,29.1,27.4,25,32.5,71.3,-12.1
2022 Penn,2022,163,Penn,Ivy,24,10–14,91.4,91,0.5102,42.7,42.3,22.2,22.3,34,34.2,25.9,22,40.7,42.4,30.7,28.1,36.9,35.9,69,-10.1
2021 Florida,2021,61,Florida,SEC,24,11–13,107.3,90.8,0.8727,46.7,46.6,19.3,19,35.7,31.3,28.5,23.6,46.6,47.4,31.4,29.7,31.4,26.6,71.1,-3.2
