torvik_id,year,rank,team,conf,games,record,adj_oe,adj_de,barthag,efg_pct,efgd_pct,tor,tord,orb_pct,drb_pct,ftr,ftrd,2p_pct,2pd_pct,3p_pct,3pd_pct,3pr,3prd,adj_tempo,wab
2023 Cal St. Northridge,2023,259,Cal St. Northridge,BW,31,7–24,88.9,99.8,0.2091,44,47.7,25.7,21.5,30.1,30.7,30.2,37.5,41.4,45.7,34.3,34,25.7,37.9,69,-20
2023 Wright St.,2023,297,Wright St.,Horz,31,7–24,95.7,113.2,0.1275,49.8,53.4,18.4,17.8,16.2,38.4,18.5,28.6,45.4,52.2,36.4,37.4,48.2,30.6,69.4,-18.9
2023 TCU,2023,121,TCU,B12,31,8–23,90,85,0.6589,42.5,48.2,23.2,23.9,25,32.4,35.7,27.4,41,47.4,30.3,33.2,34.2,33.4,70.8,-9.2
2023 Cal St. Bakersfield,2023,272,Cal St. Bakersfield,BW,31,8–23,78.6,89.2,0.1895,39.4,41.3,25.9,23.3,26,34.9,27.1,36.2,39,40.6,26.7,28.3,34.1,36.1,67.9,-18.9
2022 Bryant,2022,328,Bryant,NEC,31,9–22,78,98.4,0.0648,42.2,47.7,28.8,22.1,32,30,24.8,23.4,38.7,46.3,34.7,33.8,26.3,32,69.1,-19.9
2023 American,2023,308,American,Pat,31,9–22,81,97.4,0.1069,43.4,47.1,26,24.1,25,33.1,24.9,31.2,44.7,48.6,26.6,29.5,26,33.4,71.8,-18.4
2023 SIU Edwardsville,2023,314,SIU Edwardsville,OVC,31,9–22,86.3,105.3,0.0921,42.7,50.1,27.1,21.9,32.3,35.9,32.2,34.6,41.7,52.1,29.7,29.8,34,27.2,75,-18.1
2024 Wichita St.,2024,209,Wichita St.,Amer,32,10–22,88.5,93.2,0.3549,42.2,47.7,22.7,22.4,31.8,32.8,31.2,28.6,42.2,50.1,28.1,28.7,28.6,34.8,72.3,-17.2
2024 Oregon,2024,97,Oregon,P12,32,11–21,96.8,87.6,0.7598,42.7,45.9,20.6,15.2,28.7,31.8,29.2,13.9,42.2,44.1,29.4,32.6,23.9,36.4,67.9,-5.4
2024 Coastal Carolina,2024,225,Coastal Carolina,SB,32,11–21,90.4,97.4,0.2994,43.4,46.4,25.9,22,37,36.1,39.2,33,44.3,44.8,27.2,32.8,26,35.5,72,-16.3
2023 Rutgers,2023,160,Rutgers,B10,32,12–20,93.5,93.3,0.5074,43.9,50,27.1,20.2,32.4,33,33.3,25.7,43.5,48.3,30,35.4,25.5,35.2,70,-7.6
2024 DePaul,2024,95,DePaul,BE,32,12–20,100.5,90.9,0.7621,46,49.3,19.8,23.4,31.1,28.3,21.5,27.6,46.4,47.2,30.1,35.8,36.7,32.7,75.8,-9.5
2024 Kentucky,2024,136,Kentucky,SEC,32,12–20,95.2,91.9,0.5984,43.3,50.8,22.6,21.8,30.2,33.7,32.1,26.1,43.2,52.7,29.2,30.9,27.4,29.6,72.3,-7.3
2024 Tulane,2024,142,Tulane,Amer,32,12–20,97.6,95.5,0.5638,48.3,46.7,24.7,20.3,31.8,32.3,23.7,22.4,48.6,44.1,31.8,34.2,40.4,35.5,66.3,-15.5
2025 Georgia,2025,100,Georgia,SEC,32,13-19,96.2,87.2,0.7561,44.5,47.8,22.9,21.7,32.2,29.8,27.8,26.5,43.8,47.1,31,32.7,26.1,37.1,67.8,-4.6
2025 Pittsburgh,2025,108,Pittsburgh,ACC,32,13-19,92.4,85.5,0.7081,43.1,46.5,23.9,22.2,28,29.3,31.4,23.8,40.6,45.1,32.4,32.3,31.6,41.5,70.6,-6.7
2025 DePaul,2025,116,DePaul,BE,32,13-19,100.6,93.8,0.6904,43.3,48.9,22.5,21.5,33.7,30.4,28,32.9,42.6,49.1,30.1,32.3,27.5,34.5,70.7,-7.4
2025 Providence,2025,131,Providence,BE,32,13-19,90.9,86,0.6567,44.3,43.7,27,21,28.7,30.4,29.1,23.3,45.8,43.6,27.5,29.2,33.1,36.7,65.6,-9.6
2025 Valparaiso,2025,191,Valparaiso,MVC,32,13-19,89.6,93,0.3933,48.4,49.6,25.1,26.6,19.5,35.1,30.5,31.4,47.5,49.2,33.1,33.4,43.3,40.8,69.4,-13.8
2025 Tennessee Martin,2025,203,Tennessee Martin,OVC,32,13-19,91.8,97,0.3486,46.5,48.8,22,24.6,24.6,32.9,35.1,32.5,47.1,49.7,30.2,31.5,32.6,36.7,70,-14.6
2023 Providence,2023,128,Providence,BE,32,13–19,92.2,87.8,0.6381,44.1,47,21.1,19.5,27.2,24.5,26.8,16.2,42.5,45.6,32.7,33,24.3,36.6,68.8,-8.8
2023 UTSA,2023,155,UTSA,CUSA,32,13–19,92.9,91.9,0.5291,44.7,45.5,25.7,20.8,37.6,29,27.2,35.9,45.8,43.4,27.9,32.5,27.9,40.5,70.1,-14.2
2023 Purdue Fort Wayne,2023,252,Purdue Fort Wayne,Horz,32,13–19,86.5,95.8,0.2361,45.3,47.9,21.7,25.5,24,33.6,24.2,30.3,45.4,48.2,30,31.5,44,32.3,70.1,-15.2
2023 Texas A&M Commerce,2023,279,Texas A&M Commerce,Slnd,32,13–19,87.8,100.4,0.1754,42.5,48.2,23.4,22.5,33.7,30.6,38.3,23.8,43.9,47.6,25.7,33,24.5,32.2,72.3,-15.3
2025 Missouri,2025,62,Missouri,SEC,32,14-18,106.9,89.2,0.8892,49.5,47.6,23,22.5,33.5,32.7,28.5,28.7,46.7,47.2,36.6,32.2,33.6,34.1,66.8,-5
2025 Montana,2025,187,Montana,BSky,32,14-18,97.5,100.9,0.4006,48.3,48.5,20.8,17.7,24.7,28.8,20.6,25.4,46.4,46.6,33.7,34.8,44,34.5,67.1,-12.2
2025 Cal Poly,2025,261,Cal Poly,BW,32,14-18,84.9,95.7,0.202,43.4,46,27.3,24.1,29.6,31.4,23.5,29,41.2,50.4,31.9,25.5,34.1,36.4,67,-13.8
2025 UNC Wilmington,2025,288,UNC Wilmington,CAA,32,14-18,86.5,100.5,0.152,44.1,46.9,23.5,20.6,26.2,31.2,26.1,18.5,43.2,47.5,30.8,30.2,30.5,29.6,70.3,-14.8
2025 Alcorn St.,2025,315,Alcorn St.,SWAC,32,14-18,83.3,101.8,0.0899,41.7,47.4,25,25.9,29,36.9,34.3,44.2,43.2,45.6,24.8,34.3,25.5,30.6,67,-14
2022 Vanderbilt,2022,69,Vanderbilt,SEC,32,14–18,95.2,81.5,0.8562,44.3,48.4,24.6,28.2,36.5,32.2,25.3,28.5,43.1,49.8,31.4,30.6,29.2,35.5,68.7,-4.8
2024 Saint Louis,2024,152,Saint Louis,A10,32,14–18,98.8,97.9,0.5262,46.6,50.7,23,24.9,33.6,35.5,31,32.9,46.7,50.6,30.9,33.8,29.7,34.6,73.9,-13.1
2024 Long Beach St.,2024,214,Long Beach St.,BW,32,14–18,88.9,94.3,0.3384,45.6,44.5,26.4,24.7,32.4,35.3,29.7,28.3,45.3,45.4,30.7,28.6,33.9,33.9,76.5,-14.6
2024 Radford,2024,304,Radford,BSth,32,14–18,80.6,96,0.1173,41.9,45,25.2,24.5,30.6,31.5,26.3,27.4,41.4,44.7,28.5,30.4,34.2,33.7,68,-15.3
2025 Texas A&M Corpus Chris,2025,271,Texas A&M Corpus Chris,Slnd,32,15-17,82.3,93.4,0.1889,40.7,42.8,24.4,24.6,30.4,33.1,30.7,30.4,41.4,41.5,25.9,30.1,26,35.3,68.8,-14.1
2024 Mercer,2024,189,Mercer,SC,32,15–17,92.7,96.4,0.3894,43.3,45.5,20.8,22.4,36.2,30.4,22.2,34.7,40.7,46.2,33.9,28.8,24.9,25.8,69.7,-14.7
2025 UAB,2025,190,UAB,Amer,32,16-16,92,95.6,0.3939,48.6,43.8,22.9,20,23.7,32.7,24.3,25.1,47.5,43.5,33.4,29.7,43.7,31.5,70.2,-10.7
2025 Northwestern St.,2025,221,Northwestern St.,Slnd,32,16-16,87.4,94.7,0.284,42.9,42.6,25.7,20.5,32.1,29.3,27.4,30.9,42.4,42.7,29.1,28.3,39.4,30,69.2,-11.8
2025 UT Rio Grande Valley,2025,236,UT Rio Grande Valley,Slnd,32,16-16,85.1,93.3,0.2555,41.7,43.7,23.8,18.7,29.6,26.6,27.3,25.1,39.6,44.5,29.8,27.9,41.2,30.9,67.2,-12.5
2025 Furman,2025,272,Furman,SC,32,16-16,88.2,100.2,0.1874,44.3,47,24.7,23.2,34.8,29.1,31.9,32.4,45.5,44.5,27.8,34.7,31.1,33.3,70.4,-13.5
2023 Wake Forest,2023,69,Wake Forest,ACC,32,16–16,96.7,82.5,0.8618,44.7,43,22.3,21.3,27.8,30.7,27.5,29.6,44.6,43.8,29.8,27.3,39.9,27.3,65.7,-3
2024 BYU,2024,74,BYU,B12,32,16–16,101.5,88.5,0.829,49.6,44.8,24.5,17.7,31.6,25.9,29.5,29,47.3,42.1,36.1,33.6,34.2,32.8,69.2,-4.6
2024 Liberty,2024,130,Liberty,CUSA,32,16–16,100.8,96.4,0.6244,48.2,44.5,23.6,16.5,35.2,31.9,23.9,30.8,46.7,42.2,34,32.7,34.3,33.4,67.2,-8.2
2025 Virginia,2025,63,Virginia,ACC,32,17-15,104.4,87.8,0.8794,47.9,44.8,21.9,20.4,31.2,31.8,27.1,21.8,48.9,45.4,30.8,29.2,37,36.9,70.6,-2.3
2025 East Carolina,2025,137,East Carolina,Amer,32,17-15,90.2,86,0.6336,42.3,43.9,26.5,26.5,39.1,32.6,31.1,29,42.1,42.6,28.7,31.5,23.5,29.3,69.3,-9.4
2025 Massachusetts,2025,139,Massachusetts,A10,32,17-15,91.9,88.2,0.6164,45.1,45,23.8,26.4,36.9,29.4,25.7,24.9,43.5,42,33.3,33,25.2,39.8,68.6,-10
2025 Tulsa,2025,143,Tulsa,Amer,32,17-15,90.3,87.5,0.59,45.8,43.8,22.5,24.7,27.9,31,25.8,27.9,45,41.3,31.2,32.9,42.6,30.7,72.1,-9.1
2025 Chattanooga,2025,174,Chattanooga,SC,32,17-15,87.6,89.4,0.44,46.3,42.9,23.2,22.6,26.3,28.7,24.2,29.9,46.6,44.3,30.6,26.8,37.7,33.5,65,-10.9
2025 UC Riverside,2025,240,UC Riverside,BW,32,17-15,86,94.4,0.2537,42,46.5,21.4,25.8,30.3,27.5,25.3,27.1,41,47.4,29.5,29.8,32.1,33.4,65.2,-13
2025 Bryant,2025,249,Bryant,AE,32,17-15,87,96.7,0.2293,46.1,44.9,26.4,22,33.1,31.2,23.8,23.5,46.6,42.7,30.1,33.1,32.8,31.7,66.2,-11.5
2022 San Francisco,2022,87,San Francisco,WCC,32,17–15,98.8,88.8,0.7747,48.7,45,19,21.2,20.7,32.5,25.6,25.1,48.3,44.4,32.8,30.8,40.2,35.6,71.1,-5.5
2023 Clemson,2023,60,Clemson,ACC,32,17–15,99.3,82.7,0.8908,47.1,44.4,23.8,25.7,32.7,34,24,27,47.2,45.5,31.2,28.5,33.5,38.8,70.6,-2.6
2023 Monmouth,2023,218,Monmouth,CAA,32,17–15,92.1,97.4,0.3427,48.1,45,26,19.1,34.2,29.6,26.9,23.9,46.9,44,33.2,32,42,25.1,67.7,-13
2024 Arizona,2024,34,Arizona,P12,32,17–15,105.8,81.7,0.9517,47.6,48,20.5,27.4,30.7,34.7,28.2,31.4,47.7,48.1,31.4,31.9,22.8,34.9,70.5,0.6
2024 Georgia Tech,2024,67,Georgia Tech,ACC,32,17–15,102.5,87.3,0.8637,46.9,46.3,18.9,19.8,28.6,28.4,27.1,23,48,46.3,29.8,30.9,32.2,30.3,69.9,-3.8
2024 Appalachian St.,2024,165,Appalachian St.,SB,32,17–15,93.4,93.7,0.4916,44.5,46.9,22.8,23.2,33,34.2,34.4,30.1,43.5,45.7,30.8,33.4,37.5,27,75.2,-11.2
2025 New Mexico,2025,151,New Mexico,MWC,32,18-14,95.2,93.7,0.5454,48.8,46.5,21.8,19.3,29.2,25.6,25.2,26.5,48.1,45.7,33.4,32,36.8,36.6,72.1,-9.6
2025 UT Arlington,2025,177,UT Arlington,WAC,32,18-14,91.9,94,0.4348,44.6,45.5,22,24.7,30,34.1,36.2,33.5,46.1,45.6,26.8,30.2,25,31.9,73.7,-9.5
2025 Incarnate Word,2025,260,Incarnate Word,Slnd,32,18-14,85.8,96.7,0.2025,42.5,46.4,25.1,25,29.7,31.2,31,27.1,42.1,47.6,29,29.5,29.2,35.5,66.2,-9.1
2023 Texas Tech,2023,64,Texas Tech,B12,32,18–14,104.7,88.1,0.8788,47.2,46.9,21.7,23.5,29.7,29.4,35.7,32.9,46.5,47.9,32.5,30.1,31.7,36.6,69.3,-1.9
2023 Seton Hall,2023,67,Seton Hall,BE,32,18–14,109.6,92.5,0.8755,49.1,48.5,18.7,22.5,29.4,32.7,25.2,23.3,50,45.8,31.2,36.1,30.1,31.7,71.5,-2.6
2023 Wichita St.,2023,113,Wichita St.,Amer,32,18–14,95.4,89.2,0.6861,44.5,43.4,22.7,20.7,35.1,27.5,32.8,26.4,44.3,43.6,30,28.7,21.5,38.5,70.2,-8.7
2023 Hawaii,2023,159,Hawaii,BW,32,18–14,91.3,90.7,0.5196,45.9,44.4,22.9,21.5,28.4,27.6,30.9,29.2,46.7,44.9,29.8,29,41.5,36.8,66.6,-9.7
2024 Washington St.,2024,39,Washington St.,P12,32,18–14,107.9,83.9,0.9472,49.9,43.8,18.2,20.1,28.5,30.5,22.6,21.5,49.8,41.1,33.4,33.9,30.3,28,67.8,0.46
2024 California,2024,50,California,P12,32,18–14,108.1,87,0.9245,47.1,47,22.2,20.4,35.2,32.1,22.9,25.9,46.3,45.4,32.1,34.3,43.1,26.7,68,0.08
2024 Arkansas,2024,66,Arkansas,SEC,32,18–14,100.9,85.6,0.8689,44.4,44.6,17.1,19.9,23.8,30.6,29.8,22.1,44,43.3,30,31.8,46.6,30,73.2,-2.9
2024 Drexel,2024,162,Drexel,CAA,32,18–14,90.8,90.6,0.5034,44.2,44.4,21.1,25.2,32,31.6,19.2,24.7,43.6,44.1,30.6,30,26.2,28.9,62.6,-10.8
2024 UC Davis,2024,172,UC Davis,BW,32,18–14,89.6,90.9,0.46,48,43.1,24.1,21.3,23.6,28.5,19.8,26.6,47.4,38.7,32.4,35.1,45.7,31.3,69,-10.1
2024 Le Moyne,2024,290,Le Moyne,NEC,32,18–14,82.7,97.2,0.1339,40.8,45.4,22,25,32.2,36.3,26.3,22.9,40.1,44.8,28.3,30.9,28.7,38.8,66.5,-9.8
2025 Virginia Tech,2025,43,Virginia Tech,ACC,32,19-13,110.9,89.1,0.9254,52.2,48.4,20.9,21.4,28.2,29.4,28.4,24.7,50.3,49.2,37.7,30.9,31.2,29.5,69.9,0.7
2025 Utah Valley,2025,175,Utah Valley,WAC,32,19-13,88.1,90,0.4386,43.9,47.2,26.5,30.3,36.1,31.7,37.3,32.6,44.9,45.1,28,33.5,33.9,40.6,69.6,-9.6
2023 Western Kentucky,2023,136,Western Kentucky,CUSA,32,19–13,96.7,93.6,0.5942,46.4,50.9,21.1,28.7,32.3,34.3,31.7,35.8,46.8,52.3,30.6,32.4,46.8,35.8,71.9,-8.5
2023 Cal Baptist,2023,139,Cal Baptist,WAC,32,19–13,94.7,91.8,0.5888,46.1,44.2,19.8,21.8,28,28.2,31.1,35.7,48.5,44.3,28.7,29.4,44.4,38.3,75.5,-9.2
2023 Siena,2023,240,Siena,MAAC,32,19–13,89.9,97.6,0.2796,46,43.5,25,24.5,36.8,30.9,26.5,28.9,45.6,42.5,31.2,30.4,32.4,33,73.3,-12
2024 Maryland,2024,29,Maryland,B10,32,19–13,110.2,83.9,0.9583,48.4,47,20.2,21.9,34,31.4,32.5,24.1,46.7,47.6,35.7,30.6,24.7,36.5,74.4,2
2024 Boise St.,2024,132,Boise St.,MWC,32,19–13,91,87.2,0.621,45.6,41.9,21.9,20,31.2,25.3,28.9,22.1,42.3,41.7,34.9,28.3,32.9,33.3,69.4,-9.4
2025 Oregon,2025,36,Oregon,B10,32,20-12,105.4,79.4,0.9628,46.9,45.8,19.4,24.8,30.6,30.7,26.4,25.4,47.3,43.7,30.7,33.4,27.7,32.2,67.9,4
2025 Lipscomb,2025,189,Lipscomb,ASun,32,20-12,97.8,101.4,0.3974,51.3,48.5,18.9,20.8,24.4,31.8,22.5,23.7,52.6,49.2,33.2,31.5,44.5,33,69.3,-8.1
2022 Miami FL,2022,39,Miami FL,ACC,32,20–12,96.7,77.4,0.9281,45,42.8,24.4,26.2,32.7,31.2,25.2,28.5,44.9,42.1,30.2,29.6,34.9,32.5,68.6,2.7
2022 Ball St.,2022,109,Ball St.,MAC,32,20–12,99.1,92.1,0.6992,50.4,46.9,19.2,21.7,25.6,27.8,23.9,28.5,52.3,46.8,32.1,31.5,44.7,35.3,70.7,-6.3
2022 Montana St.,2022,157,Montana St.,BSky,32,20–12,97,95.8,0.5351,44.3,47.7,17,22.7,30.6,32.1,29.8,30.8,42.8,47.7,31.3,31.8,37,38.6,69.5,-7.4
2024 Temple,2024,94,Temple,Amer,32,20–12,96.9,87.5,0.7638,43.8,43.4,19.9,26.4,38.1,32.5,23.5,35.1,42.9,43.6,30.7,28.6,27.6,28.9,70.7,-7.4
2024 Duquesne,2024,119,Duquesne,A10,32,20–12,100.4,93.8,0.6838,50.1,45,21.4,19.2,28.6,28.5,25.8,26.8,49.1,41.5,34.4,34.5,41.4,34.6,70.7,-6.8
2024 Stephen F. Austin,2024,164,Stephen F. Austin,WAC,32,20–12,94.9,95,0.4962,47.1,45.8,21.1,21.8,30.7,30.6,31.2,28.4,48.4,45.3,29.9,31.4,37,31.3,73.1,-8.6
2025 Marquette,2025,54,Marquette,BE,32,21-11,99.1,81.6,0.9034,47,43.5,23,23.7,32.1,27.9,26.6,24.5,47.1,42.2,31.2,30.8,29,32.4,69.3,-1.9
2025 Arkansas St.,2025,145,Arkansas St.,SB,32,21-11,92.6,90.5,0.5654,45.7,45.7,21.6,26,32.4,33.3,25.7,28.1,43.8,46.4,31.8,29.3,49.4,28.6,73.6,-7.7
2025 Alabama A&M,2025,250,Alabama A&M,SWAC,32,21-11,86.5,96.3,0.2256,42.9,44.6,23,28.7,33,38,44.8,30.4,43.3,46,27.9,27.7,27.9,30.4,68.6,-7.6
2022 Manhattan,2022,174,Manhattan,MAAC,32,21–11,89.6,90,0.4869,43.8,43.6,24.9,22.5,38.6,25.4,27.9,20.4,44.7,41.4,27.5,31.2,26.5,39.5,71.9,-8.6
2022 Longwood,2022,182,Longwood,BSth,32,21–11,92.1,93.7,0.4516,47.2,44.4,23,25.6,32.7,37,27.8,30.7,47.5,44.2,31,29.9,34.5,30.8,75,-7.6
2023 Georgia,2023,28,Georgia,SEC,32,21–11,102.1,77.1,0.9616,46.6,44.3,23.5,28.9,37.7,32.2,31.5,29.6,47.2,42.7,29.7,31.2,19.6,38.4,69,1
2023 Oklahoma St.,2023,34,Oklahoma St.,B12,32,21–11,112.9,86,0.9581,52,45.5,18.4,18.8,27.5,27.8,27.4,23.4,50.3,44.9,36.6,31.4,36.4,29.8,70.4,2.3
2023 Towson,2023,151,Towson,CAA,32,21–11,92.8,91.6,0.5363,45.1,42.7,21.5,22.4,33.7,30.5,29.7,27.5,44.3,40.4,31.3,32.7,28.8,26.7,70.6,-8.1
2024 Mississippi St.,2024,52,Mississippi St.,SEC,32,21–11,111,89.6,0.921,49.8,44.7,20.2,19.8,36.5,29.5,28.8,21.2,48.5,43.8,35.4,31.1,27.8,32.7,70.3,-1
2024 Vermont,2024,143,Vermont,AE,32,21–11,94.3,92.6,0.5534,48.6,42.1,20.1,20.9,28.4,28.7,21,24.8,49.7,42.5,30.9,27.3,30.4,26.3,62.8,-8.7
2025 Michigan St.,2025,26,Michigan St.,B10,32,22-10,110.1,79.9,0.9755,49.7,45.3,20.5,28.8,33.1,30.8,33.7,33.5,49.3,44.1,33.6,31.8,31.9,33,73.2,5.5
2025 Illinois,2025,27,Illinois,B10,32,22-10,111.3,80.9,0.9751,48.3,44.5,18.4,19.4,30,25.6,31.7,23.2,47,45.4,34.4,28.1,28.6,29,66.7,4.3
2025 Colorado St.,2025,98,Colorado St.,MWC,32,22-10,101.5,91.7,0.7627,49.1,44.3,12.9,18.7,17.5,27.5,27.5,23.3,47,42.1,34.8,31.7,40.6,39.6,65.6,-5.9
2025 Hawaii,2025,154,Hawaii,BW,32,22-10,85.4,84.3,0.5381,44.1,38.4,23.6,22.5,28.8,27.1,30.2,23.2,45.8,39.5,27.7,24.5,40.4,39.9,65.7,-6.1
2022 DePaul,2022,45,DePaul,BE,32,22–10,114.5,93.4,0.9124,50.9,50.3,17.2,23.7,36.5,33.7,20,21.2,50.4,53.2,34.5,28.4,33.2,26.9,79.7,0.37
2025 Western Kentucky,2025,91,Western Kentucky,CUSA,32,23-9,104.2,93.4,0.7786,50.4,47.4,20,28,29.3,34.2,24.2,32.5,50.7,48.9,33.3,29.8,39.6,36.4,69.1,-5
2025 Coastal Carolina,2025,123,Coastal Carolina,SB,32,23-9,96.1,90.5,0.6659,49.3,45,20.6,26,29.2,33.6,27.7,24.9,51.8,45.4,30.3,29.4,39.8,35.2,72.4,-4.8
2022 Virginia Tech,2022,16,Virginia Tech,ACC,32,23–9,111.5,82.1,0.9712,51.8,40.6,19.1,19.8,27.8,28.3,28.3,21.7,49.9,38.2,36.3,31.3,42,27.3,67.4,4.5
2022 New Mexico,2022,95,New Mexico,MWC,32,23–9,102.3,93.5,0.737,52.6,44.6,19.1,20.1,24.5,32.2,22.2,19.7,52.9,42.7,34.9,32.4,43.6,32.1,73.4,-4.4
2022 Bucknell,2022,115,Bucknell,Pat,32,23–9,90.6,85.4,0.6652,46,41.2,17.9,23.5,24.3,26.3,26,20.7,44.3,39.4,33.6,30.7,28,27.1,67.6,-6.2
2023 Florida St.,2023,22,Florida St.,ACC,32,23–9,111.8,83,0.9686,48.1,41.2,17.6,20.9,31.7,30.7,33.3,23.3,47.6,38.9,32.7,30.9,32.2,32,76.5,3.6
2023 East Carolina,2023,94,East Carolina,Amer,32,23–9,89,80.4,0.7626,40.6,41.6,23.2,33.4,36.5,36.1,36.1,32.1,42.4,43.1,23.4,25.8,24.1,34.3,71.2,-4.2
2024 Alabama,2024,40,Alabama,SEC,32,23–9,107.9,84,0.9468,49.6,43.1,21.1,24.5,35.8,32.5,31.7,26.6,48.2,42.9,34.9,29.1,35.2,27.7,69.7,2
2024 Tulsa,2024,105,Tulsa,Amer,32,23–9,97.3,89.3,0.7281,49.3,41.9,21.6,19.3,25.6,31.5,30.3,26.4,48.8,41.3,33.3,29,44.5,29,72.9,-4.5
2024 Missouri St.,2024,117,Missouri St.,MVC,32,23–9,97,90.4,0.6906,47.6,48.1,20.8,25.7,36.4,24.6,28.8,39.5,47,47.7,33,32.8,24.1,31.4,68.2,-4.9
2022 Nebraska,2022,26,Nebraska,B10,32,24–8,109.6,82.8,0.9617,51.4,42.3,19.5,20.4,35.1,27.7,28.4,28.7,50.3,42.6,35.6,27.8,37.3,29.6,71.7,3.4
2022 Oklahoma,2022,30,Oklahoma,B12,32,24–8,110.1,84.8,0.9526,51.2,44.9,23,21.7,30.7,31.7,31,30.6,50.3,45.7,35,28.6,40.8,30.6,80.5,7.7
2022 South Florida,2022,40,South Florida,Amer,32,24–8,100.9,81.3,0.9231,42.7,40,22.5,21.5,38.9,28.6,28.2,26.5,42,39.1,29.6,28.1,31.7,27.7,64.3,3.2
2023 Ball St.,2023,90,Ball St.,MAC,32,24–8,102,91.1,0.786,53.6,45.3,18.7,23.3,26.1,28.2,31.5,28.3,54.3,44.9,35,30.7,39.3,37.8,71,-3.9
2023 Boston University,2023,142,Boston University,Pat,32,24–8,95.8,93,0.586,51.8,41.7,21.8,20.8,30.6,27,26.9,19,48.7,39.9,39.3,30.3,30.2,31.5,69,-6
2025 Oklahoma St.,2025,29,Oklahoma St.,B12,32,25-7,106.6,78.5,0.9714,51.5,41.5,20.5,22.7,33.4,25.7,31.1,26.6,51.8,42.1,33.9,26.8,39.1,33.8,70.9,5.4
2025 UNC Greensboro,2025,146,UNC Greensboro,SC,32,25-7,91.1,89.2,0.5618,44.3,42.8,22.1,23.4,34.5,28.6,31,26.2,42.3,40.9,31.9,32.2,34.5,26.9,63.3,-3.3
2023 Ohio St.,2023,24,Ohio St.,B10,32,25–7,110.9,82.9,0.9659,52.2,47.5,18.2,26.7,28.9,31,29.7,26.5,52.8,48.7,34,30.2,34,32.8,74.3,6.6
2023 Sacramento St.,2023,82,Sacramento St.,BSky,32,25–7,106.8,93.5,0.8217,55.4,43.4,23.1,17.5,33.5,26.2,27.6,28.1,53.5,41.4,38.6,32.1,44.3,29,64.3,-4.6
2023 James Madison,2023,123,James Madison,SB,32,25–7,96.5,91.3,0.6562,46.1,41,19.9,18.9,34.2,25.8,33,28.4,46.2,39.5,30.7,29.2,35.6,34.2,69.2,-4.9
2024 Kansas St.,2024,12,Kansas St.,B12,32,25–7,106.6,74.5,0.984,51,40.1,19.4,22.9,28,25,25.9,26.2,53.2,40,31.3,26.9,34.3,30.4,69.5,6.6
2025 Southeastern Louisiana,2025,109,Southeastern Louisiana,Slnd,32,26-6,92.8,85.9,0.7079,43.8,42.8,18.2,29.1,32.4,29.1,30.6,36,43.2,41,30.7,30.4,20.5,39.2,65.2,-3
2025 Tennessee Tech,2025,134,Tennessee Tech,OVC,32,26-6,98.4,93.6,0.6401,49,45.7,24,22.3,34,28.4,36.1,28,46.1,45.5,35.9,30.9,37.8,25.7,68.6,-2.6
2022 Texas,2022,8,Texas,B12,32,26–6,109.1,75.6,0.9854,47.3,42.7,20.4,30.1,38.2,29.9,32.5,36.7,45.4,42.9,35.8,28.2,21.8,29.6,68.3,9.1
2022 Iowa St.,2022,10,Iowa St.,B12,32,26–6,117.4,84.5,0.9777,52.3,44,18.1,17.6,30.2,25.1,26.6,18.3,47.5,43,38.9,30.6,44,32.2,68.5,8.5
2022 Gonzaga,2022,20,Gonzaga,WCC,32,26–6,108.3,80.5,0.9679,49.1,41.6,22.6,22.1,41.6,28.3,28.8,23.8,47.1,42.1,35.4,27.1,32.5,34.6,65.2,3.7
2022 Massachusetts,2022,66,Massachusetts,A10,32,26–6,104.7,89.3,0.8612,48.7,45.1,19.5,22.2,38.2,26.6,25.9,21.5,48.6,42.8,32.6,32.4,29.7,39.2,70.4,0.6
2022 UNLV,2022,83,UNLV,MWC,32,26–6,101.7,90.5,0.7918,50.6,44.4,19.8,19.7,33.2,25.7,31,21,49.3,44,35.8,30.2,30,32.2,71.4,-2.5
2023 Iowa,2023,7,Iowa,B10,32,26–6,123,84.4,0.9871,58.1,45.6,18.6,18.6,27.3,23.8,32.8,26.5,59.5,46.1,37.2,29.8,38.6,37.2,74.3,8.4
2023 South Florida,2023,43,South Florida,Amer,32,26–6,109.4,86.5,0.9375,50.8,41.9,22.4,19.7,37.9,25.9,30.6,25.4,49.6,40,35.5,30.8,33,30.7,67.5,2.4
2023 Massachusetts,2023,57,Massachusetts,A10,32,26–6,107,88.5,0.8981,49.2,45.5,19,24.6,35.7,28.2,23.5,21.9,47.8,44.1,35.1,31.7,29.4,40.5,71.6,-0.9
