year,game_id,round,team_region,team_seed,team,opp_region,opp_seed,opponent,win_prob_raw,win_prob
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,5,Kansas St.,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,6,Iowa,0.1742979735136032,0.21124590421095993
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,7,Oklahoma St.,0.20358730852603912,0.21382679675023644
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,8,California,0.1742979735136032,0.21124590421095993
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,9,Mississippi St.,0.20358730852603912,0.23828534961324035
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,10,South Dakota St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,11,Murray St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,12,Fairfield,0.20358730852603912,0.22788232926625962
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,13,Liberty,0.1742979735136032,0.21124590421095993
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,14,Florida Gulf Coast,0.23512248694896698,0.25520603603856995
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,15,Arkansas St.,0.688446581363678,0.7428083196312961
2025,r5_r5_g01,Final Four,Region 1,15,Vermont,Region 4,16,UNC Greensboro,0.6506779789924622,0.7620954620719446
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,1,USC,0.20150600373744965,0.21210446919616846
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,2,Connecticut,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,3,Oklahoma,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,4,Kentucky,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,5,Kansas St.,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,6,Iowa,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,7,Oklahoma St.,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,8,California,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,9,Mississippi St.,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,10,South Dakota St.,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,11,Murray St.,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,12,Fairfield,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,13,Liberty,0.15117481350898743,0.168027898954402
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,14,Florida Gulf Coast,0.17521685361862183,0.1896814463907885
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,15,Arkansas St.,0.32312828302383423,0.3318198861802213
2025,r5_r5_g01,Final Four,Region 1,16,Southern,Region 4,16,UNC Greensboro,0.2369358092546463,0.24723939726894145
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,1,Texas,0.6480486989021301,0.6836122763274309
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,2,TCU,0.6075882911682129,0.7205681492434589
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,3,Notre Dame,0.4992440938949585,0.6247013931165517
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,4,Ohio St.,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,5,Tennessee,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,6,Michigan,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,7,Louisville,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,8,Illinois,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,9,Creighton,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,10,Nebraska,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,11,Iowa St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,12,South Florida,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,13,Montana St.,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,14,Stephen F. Austin,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,15,Fairleigh Dickinson,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,1,South Carolina,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,1,Texas,0.2369358092546463,0.28159089317242064
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,2,TCU,0.3418983519077301,0.49887110252500716
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,3,Notre Dame,0.1729152798652649,0.22343182281689639
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,4,Ohio St.,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,5,Tennessee,0.748525857925415,0.7861732032497636
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,6,Michigan,0.6507971882820129,0.7878766646442803
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,7,Louisville,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,8,Illinois,0.7203254699707031,0.752485748252156
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,9,Creighton,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,10,Nebraska,0.6507971882820129,0.81149614553703
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,11,Iowa St.,0.6075882911682129,0.7770801440225674
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,12,South Florida,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,13,Montana St.,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,14,Stephen F. Austin,0.6075882911682129,0.687078415340629
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,15,Fairleigh Dickinson,0.721389651298523,0.7813054165790331
2025,r5_r5_g02,Final Four,Region 2,2,Duke,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,1,Texas,0.2369358092546463,0.24723939726894145
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,2,TCU,0.15117481350898743,0.17346501931747266
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,3,Notre Dame,0.15117481350898743,0.17325346104065437
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,4,Ohio St.,0.37333521246910095,0.5219766396091612
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,5,Tennessee,0.6480486989021301,0.6210492124150859
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,6,Michigan,0.602824866771698,0.7319726223595788
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,7,Louisville,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,8,Illinois,0.721389651298523,0.7527606027310585
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,9,Creighton,0.6861820816993713,0.8194619111945441
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,10,Nebraska,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,11,Iowa St.,0.6075882911682129,0.7770801440225674
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,12,South Florida,0.721389651298523,0.8267465389593457
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,13,Montana St.,0.748525857925415,0.7595687207878438
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,14,Stephen F. Austin,0.6075882911682129,0.687078415340629
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,15,Fairleigh Dickinson,0.721389651298523,0.7527606027310585
2025,r5_r5_g02,Final Four,Region 2,3,North Carolina,Region 3,16,William & Mary,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,1,Texas,0.17521685361862183,0.195654464343298
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,2,TCU,0.15117481350898743,0.17346501931747266
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,4,Ohio St.,0.2008010447025299,0.2494662372992431
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,5,Tennessee,0.23704427480697632,0.29801331599830644
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,6,Michigan,0.23704427480697632,0.3306183637149251
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,7,Louisville,0.6898005604743958,0.7982892382548309
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,8,Illinois,0.5845649242401123,0.7703169122781773
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,9,Creighton,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,10,Nebraska,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,11,Iowa St.,0.6075882911682129,0.7770801440225674
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,12,South Florida,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,13,Montana St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,14,Stephen F. Austin,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,15,Fairleigh Dickinson,0.6075882911682129,0.7770801440225674
2025,r5_r5_g02,Final Four,Region 2,4,Maryland,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,1,Texas,0.27671876549720764,0.3129215846593711
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,2,TCU,0.15117481350898743,0.18850385446296997
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,3,Notre Dame,0.15117481350898743,0.18850385446296997
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,4,Ohio St.,0.5549583435058594,0.5529626016940012
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,5,Tennessee,0.5549583435058594,0.5246286499410384
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,6,Michigan,0.5826929211616516,0.7415130967963065
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,7,Louisville,0.688446581363678,0.7992536149458033
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,8,Illinois,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,9,Creighton,0.5583707690238953,0.7332570129502982
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,10,Nebraska,0.6507971882820129,0.81149614553703
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,11,Iowa St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,12,South Florida,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,13,Montana St.,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,14,Stephen F. Austin,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,15,Fairleigh Dickinson,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,5,Alabama,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,1,Texas,0.27671876549720764,0.2699051125705242
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,2,TCU,0.15117481350898743,0.20049718516155177
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,4,Ohio St.,0.47992822527885437,0.6328941551338519
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,5,Tennessee,0.608272135257721,0.6860332043116693
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,6,Michigan,0.5583707690238953,0.6673091219099249
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,7,Louisville,0.688446581363678,0.772173554010595
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,8,Illinois,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,9,Creighton,0.5583707690238953,0.6673091219099249
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,10,Nebraska,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,11,Iowa St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,12,South Florida,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,13,Montana St.,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,14,Stephen F. Austin,0.6507971882820129,0.734600671457415
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,15,Fairleigh Dickinson,0.7203254699707031,0.7814068954199698
2025,r5_r5_g02,Final Four,Region 2,6,West Virginia,Region 3,16,William & Mary,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,1,Texas,0.17521685361862183,0.1896814463907885
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,2,TCU,0.15117481350898743,0.17346501931747266
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,4,Ohio St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,5,Tennessee,0.20358730852603912,0.22788232926625962
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,6,Michigan,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,7,Louisville,0.608272135257721,0.7195792344918114
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,8,Illinois,0.5028533935546875,0.5280309590295448
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,9,Creighton,0.5583707690238953,0.7019866840016935
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,10,Nebraska,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,11,Iowa St.,0.6075882911682129,0.7770801440225674
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,12,South Florida,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,13,Montana St.,0.6507971882820129,0.7617146503867597
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,14,Stephen F. Austin,0.6075882911682129,0.687078415340629
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,15,Fairleigh Dickinson,0.6075882911682129,0.687078415340629
2025,r5_r5_g02,Final Four,Region 2,7,Vanderbilt,Region 3,16,William & Mary,0.748525857925415,0.7861732032497636
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,1,Texas,0.20358730852603912,0.23828534961324035
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,2,TCU,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,3,Notre Dame,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,4,Ohio St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,5,Tennessee,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,6,Michigan,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,7,Louisville,0.3935185372829437,0.567372178106422
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,8,Illinois,0.2008010447025299,0.3205974435625566
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,9,Creighton,0.5583707690238953,0.7019866840016935
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,10,Nebraska,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,11,Iowa St.,0.5028533935546875,0.7426011642445296
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,12,South Florida,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,13,Montana St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,14,Stephen F. Austin,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,15,Fairleigh Dickinson,0.6507971882820129,0.81149614553703
2025,r5_r5_g02,Final Four,Region 2,8,Utah,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,1,Texas,0.20358730852603912,0.23828534961324035
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,2,TCU,0.15117481350898743,0.1805380888054558
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,4,Ohio St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,5,Tennessee,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,6,Michigan,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,7,Louisville,0.688446581363678,0.7438718349009091
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,8,Illinois,0.3935185372829437,0.4672676890487699
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,9,Creighton,0.5583707690238953,0.7019866840016935
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,10,Nebraska,0.5583707690238953,0.7019866840016935
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,11,Iowa St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,12,South Florida,0.7203254699707031,0.8265349806825273
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,13,Montana St.,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,14,Stephen F. Austin,0.6507971882820129,0.7887540957890401
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,15,Fairleigh Dickinson,0.6507971882820129,0.81149614553703
2025,r5_r5_g02,Final Four,Region 2,9,Indiana,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,1,Texas,0.17521685361862183,0.1896814463907885
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,2,TCU,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,4,Ohio St.,0.1742979735136032,0.18887459076756744
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,5,Tennessee,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,6,Michigan,0.1742979735136032,0.1949164485294663
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,7,Louisville,0.2356189638376236,0.2794318507565411
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,8,Illinois,0.1742979735136032,0.2024764818713363
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,9,Creighton,0.3935185372829437,0.4140385513322331
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,10,Nebraska,0.6041216850280762,0.7194367392980024
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,11,Iowa St.,0.20312316715717316,0.23831112270554325
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,12,South Florida,0.7203254699707031,0.752485748252156
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,13,Montana St.,0.6507971882820129,0.7331001439485616
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,14,Stephen F. Austin,0.6075882911682129,0.687078415340629
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,15,Fairleigh Dickinson,0.6075882911682129,0.7194445852569383
2025,r5_r5_g02,Final Four,Region 2,10,Oregon,Region 3,16,William & Mary,0.748525857925415,0.7595687207878438
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,1,Texas,0.20358730852603912,0.21382679675023644
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,2,TCU,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,4,Ohio St.,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,5,Tennessee,0.20358730852603912,0.22788232926625962
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,6,Michigan,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,7,Louisville,0.20358730852603912,0.23828534961324035
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,8,Illinois,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,9,Creighton,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,10,Nebraska,0.1742979735136032,0.20171076174516916
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,11,Iowa St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,12,South Florida,0.7203254699707031,0.804345535656702
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,13,Montana St.,0.6041216850280762,0.7479447299079763
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,14,Stephen F. Austin,0.6507971882820129,0.7016560584540891
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,15,Fairleigh Dickinson,0.6898005604743958,0.7136955691816785
2025,r5_r5_g02,Final Four,Region 2,11,Columbia,Region 3,16,William & Mary,0.748525857925415,0.8103185536092115
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,1,Texas,0.17521685361862183,0.195654464343298
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,2,TCU,0.15117481350898743,0.17346501931747266
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,4,Ohio St.,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,5,Tennessee,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,6,Michigan,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,7,Louisville,0.27671876549720764,0.3129215846593711
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,8,Illinois,0.1742979735136032,0.22291985597743263
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,9,Creighton,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,10,Nebraska,0.1742979735136032,0.21124590421095993
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,11,Iowa St.,0.15117481350898743,0.18850385446296997
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,12,South Florida,0.3214080035686493,0.38830684249001
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,13,Montana St.,0.1742979735136032,0.22291985597743263
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,14,Stephen F. Austin,0.6075882911682129,0.7205681492434589
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,15,Fairleigh Dickinson,0.6075882911682129,0.7505612841604329
2025,r5_r5_g02,Final Four,Region 2,12,Green Bay,Region 3,16,William & Mary,0.748525857925415,0.8319721010455979
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,1,Texas,0.2369358092546463,0.24723939726894145
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,2,TCU,0.15117481350898743,0.17346501931747266
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,3,Notre Dame,0.15117481350898743,0.168027898954402
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,4,Ohio St.,0.27671876549720764,0.2978785880711591
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,5,Tennessee,0.27671876549720764,0.2978785880711591
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,6,Michigan,0.2356189638376236,0.26537697331285054
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,7,Louisville,0.27671876549720764,0.3129215846593711
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,8,Illinois,0.27671876549720764,0.27724319406660203
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,9,Creighton,0.1742979735136032,0.2108755755682975
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,10,Nebraska,0.1742979735136032,0.22291985597743263
2025,r5_r5_g02,Final Four,Region 2,13,Norfolk St.,Region 3,11,Iowa St.,0.15117481350898743,0.18850385446296997
